scorer,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000
3709,104.8293457,122.5288086,0.999999762,44.63844299,160.1957855,1,42.38146591,96.12457275,1
3710,105.9453506,124.153389,0.999999881,44.5337944,160.1731567,1,42.31674576,96.12123871,1
3711,106.4694214,126.1313782,0.999999762,44.58705521,160.2063751,1,42.32115555,96.14540863,1
3712,105.630928,126.7765656,0.999999762,44.51503754,160.2226105,1,42.32858276,96.14691925,1
3713,105.5008621,127.1981964,0.999999642,44.5613327,160.2940826,1,42.25418472,96.15361023,1
3714,105.7740173,127.2818527,0.999999642,44.58285904,160.2540588,1,42.39510345,96.19556427,1
3715,105.7180481,127.3182373,0.999999642,44.51649094,160.2742462,1,42.31744003,96.14013672,1
3716,105.6993561,127.3788681,0.999999642,44.55080795,160.2595978,1,42.40355682,96.18002319,1
3717,105.8389969,127.5734253,0.999999642,44.545681,160.2963409,1,42.47412872,96.13878632,1
3718,106.6405182,131.1492767,0.999999762,44.5056572,160.2809601,1,42.42449951,96.18154144,1
3719,107.3543091,133.3377228,0.999999881,44.4264946,160.2898407,1,42.61741638,96.2700119,1
3720,108.0786362,136.1665344,0.999999881,44.44143677,160.3688507,1,42.71653748,96.21195984,1
3721,109.7328415,138.2952728,0.999999404,44.48280334,160.2378387,1,42.65315628,96.21757507,1
3722,110.6937637,139.0135345,0.999998927,44.51385498,160.4154663,1,42.77740097,96.12541962,1
3723,109.9155579,141.9283905,0.999998808,44.57157516,160.3493042,1,42.70900726,96.21662903,1
3724,108.2682953,145.7136993,0.999999285,44.51012421,160.3165436,1,42.76589584,96.15387726,1
3725,106.8553925,147.492218,0.999999642,44.54249954,160.3170319,1,42.78440857,96.15318298,1
3726,106.4946365,148.2719727,0.999999642,44.64115524,160.3231812,1,42.71635818,96.18477631,1
3727,106.6792755,148.8630676,0.999999762,44.62198639,160.362854,1,42.76754379,96.17166138,1
3728,105.1403885,149.5772705,0.999999642,44.58472824,160.2975464,1,42.80776215,96.25579071,1
3729,104.896225,150.2926483,0.999999881,44.62537384,160.3700562,1,42.80916977,96.18716431,1
3730,104.172348,151.3274078,0.999999881,44.64788818,160.3795624,1,42.86865997,96.16252136,1
3731,104.1201477,151.0979614,0.999999881,44.6380806,160.3983002,1,42.87011337,96.11411285,1
3732,104.1258698,150.5294952,0.999999881,44.65449905,160.4177399,1,42.81210327,96.16096497,1
3733,103.8150253,150.6723785,0.999999881,44.66768265,160.4156342,1,42.93205261,96.16370392,1
3734,103.5159073,150.7462311,0.999999881,44.68193436,160.3637848,1,42.81538391,96.07313538,1
3735,102.9850693,150.5720062,0.999999881,44.68710709,160.4181976,1,42.77045822,96.11096954,1
3736,102.4312057,150.3787537,0.999999881,44.66028595,160.3660583,1,42.84949112,96.17886353,1
3737,101.5004807,150.0879669,1,44.65132904,160.384903,1,42.94044876,96.05478668,1
3738,100.4351425,149.611908,1,44.64439774,160.3364105,1,42.77433014,96.20530701,1
3739,100.1271591,149.9013214,1,44.69124222,160.4094543,1,42.84854126,96.11897278,1
3740,100.2483444,150.4329224,1,44.671978,160.3780823,1,42.76873016,96.07181549,1
3741,100.1528091,150.1190643,1,44.66771698,160.3478851,1,42.87465286,96.10913086,1
3742,99.97249603,149.8995667,1,44.66661453,160.3921967,1,42.86185455,96.13282776,1
3743,99.92281342,149.7790985,1,44.68793488,160.3868408,1,42.79971313,96.21040344,1
3744,99.91899872,149.7609253,1,44.67043304,160.4256287,1,42.7262001,96.14790344,1
3745,99.85095215,149.7241211,1,44.66895294,160.4411926,1,42.9297905,96.1714325,1
3746,99.83216095,149.7151337,1,44.64764023,160.3600159,1,42.73945618,96.09085083,1
3747,99.86654663,149.6972656,1,44.72236633,160.3583374,1,42.73938751,96.15493774,1
3748,99.85818481,149.7049255,1,44.66021347,160.3750153,1,42.89949036,96.09309387,1
3749,99.82744598,149.7103424,1,44.71894836,160.3851929,1,42.83566284,96.10917664,1
3750,99.780159,149.696167,1,44.71686554,160.3943329,1,42.85269547,96.14299774,1
3751,99.84324646,149.6888123,1,44.68996429,160.3809509,1,42.85330582,96.14896393,1
3752,99.82261658,149.6761017,1,44.68436432,160.3231049,1,42.81658173,96.16047668,1
3753,99.84645081,149.7314301,1,44.68491745,160.3842621,1,42.91384506,96.18835449,1
3754,99.804245,149.6730957,1,44.68552399,160.3678741,1,42.80500412,96.1619339,1
3755,99.79032898,149.6862335,1,44.72888184,160.4045563,1,42.63648224,96.11473846,1
3756,99.78936005,149.6676025,1,44.73782349,160.3814087,1,42.86045074,96.17533112,1
3757,99.82675934,149.6932831,1,44.71495819,160.4104919,1,42.84677124,96.1569519,1
3758,99.74865723,149.6669922,1,44.6725235,160.3366852,1,42.80743027,96.21305084,1
3759,99.77461243,149.6970367,1,44.68762589,160.4194336,1,42.83424759,96.19947815,1
3760,99.82319641,149.6999664,1,44.72271729,160.3870392,1,42.78465271,96.18968201,1
3761,99.7856369,149.6756592,1,44.70272446,160.3321838,1,42.89061737,96.15516663,1
3762,99.7652359,149.7218475,1,44.6948967,160.3624878,1,42.79992294,96.0879364,1
3763,99.77502441,149.7155457,1,44.68974304,160.4015656,1,42.81847382,96.19865417,1
3764,99.73638916,149.7125092,1,44.67076874,160.3543854,1,42.87808228,96.13627625,1
3765,99.7004776,149.6940765,1,44.69638824,160.3773651,1,42.97192001,96.21630859,1
3766,99.75055695,149.6787109,1,44.67069244,160.3507233,1,42.85233688,96.1305542,1
3767,99.73838043,149.7247467,1,44.68501663,160.3792572,1,42.88911819,96.15248871,1
3768,99.69682312,149.7009735,1,44.71188354,160.3795776,1,42.80747604,96.14957428,1
3769,99.74938202,149.738205,1,44.6725769,160.3367615,1,42.83391571,96.15410614,1
3770,99.70801544,149.6950989,1,44.69930267,160.3721008,1,42.83180237,96.18832397,1
3771,99.43630981,149.6647491,1,44.68402863,160.2966919,1,42.78634262,96.10009766,1
3772,98.8730011,149.7859192,0.999999881,44.73583984,160.3342285,1,42.83192062,96.08805084,1
3773,98.05007935,149.7948456,0.999999881,44.71930695,160.3763733,1,42.77837753,96.15896606,1
3774,96.9393692,149.9369354,0.999999762,44.58914948,160.346817,1,42.84053421,96.17658234,1
3775,96.0284729,150.2101898,0.999999642,44.63367844,160.3448029,1,42.87873459,96.20111847,1
3776,94.44476318,150.6270142,0.999999642,44.55704117,160.3712616,1,42.79026794,96.20897675,1
3777,93.75293732,150.5515594,0.999999762,44.60410309,160.303894,1,42.92314148,96.22679901,1
3778,93.72831726,150.1736603,0.999999762,44.52653885,160.3495483,1,42.84037399,96.16793823,1
3779,93.56895447,150.0824738,0.999999642,44.58360672,160.3628693,1,42.83036804,96.23842621,1
3780,93.55912018,150.2370605,0.999999642,44.62488174,160.3061676,1,42.88061905,96.20387268,1
3781,93.58042908,149.8476257,0.999999642,44.58751678,160.353653,1,42.92319489,96.19306946,1
3782,93.33906555,149.5362091,0.999999642,44.61206818,160.3233948,1,42.83419418,96.16556549,1
3783,92.80021667,149.3604431,0.999999642,44.66292191,160.3131866,1,42.88328552,96.1951828,1
3784,92.33187866,149.6396179,0.999999762,44.59455109,160.3716583,1,42.81612778,96.15447998,1
3785,92.24942017,150.0047913,0.999999762,44.64412689,160.3488007,1,42.84157944,96.14388275,1
3786,92.17593384,150.0344696,0.999999762,44.63809586,160.3549805,1,42.84327316,96.21297455,1
3787,92.13873291,150.0196381,0.999999762,44.64879608,160.342865,1,42.87665176,96.15478516,1
3788,92.15480804,150.0098419,0.999999762,44.631073,160.2868805,1,42.78564835,96.12334442,1
3789,92.21833801,150.0251923,0.999999762,44.64179993,160.3454285,1,42.82270432,96.20471954,1
3790,92.14769745,150.0287781,0.999999762,44.6293869,160.3741608,1,42.85733795,96.1335907,1
3791,92.18803406,150.0362091,0.999999762,44.60350037,160.3556976,1,42.91925049,96.22250366,1
3792,92.17986298,150.0750732,0.999999762,44.66108322,160.3136902,1,42.9198761,96.17849731,1
3793,92.15130615,150.0193329,0.999999762,44.59963226,160.3819885,1,42.83015442,96.19996643,1
3794,92.13406372,150.0397491,0.999999762,44.67731094,160.375946,1,42.90739441,96.21409607,1
3795,92.15597534,150.0811157,0.999999762,44.63500977,160.3822784,1,42.82471466,96.19707489,1
3796,92.1495285,150.0451965,0.999999762,44.61415482,160.3521118,1,42.83209991,96.14254761,1
3797,92.14256287,150.0605469,0.999999762,44.63698196,160.357132,1,42.7976532,96.26361847,1
3798,92.14859772,150.0715942,0.999999762,44.69075012,160.4028168,1,42.86763382,96.22408295,1
3799,92.18301392,150.1053009,0.999999762,44.59412766,160.3144684,1,42.80503845,96.10218811,1
3800,92.31235504,150.1087646,0.999999762,44.64992905,160.3213196,1,42.78023529,96.12274933,1
3801,92.27175903,150.129364,0.999999762,44.6427536,160.370697,1,42.89747238,96.15992737,1
3802,92.26719666,150.1704865,0.999999762,44.64086533,160.3483582,1,42.84740448,96.17185211,1
3803,92.23435974,150.1448822,0.999999762,44.6509819,160.3657837,1,42.91117477,96.21459198,1
3804,92.29324341,150.1461029,0.999999762,44.58285141,160.3847961,1,42.90280151,96.1422348,1
3805,92.31280518,150.1789551,0.999999762,44.59926605,160.3818512,1,42.90370178,96.2269516,1
3806,92.62556458,150.366806,0.999999881,44.58590317,160.3861542,1,42.94553757,96.23215485,1
3807,93.19120789,150.3130188,0.999999881,44.50921631,160.377594,1,42.92874527,96.21290588,1
3808,93.62458801,149.2986145,0.999999881,44.51475525,160.3756409,1,42.91901779,96.18253326,1
3809,94.69538116,148.879776,0.999999762,44.58339691,160.3929596,1,42.77310181,96.19332886,1
3810,95.22518158,148.1999969,0.999999762,44.54129791,160.3504791,1,42.71339417,96.23018646,1
3811,96.12708282,147.0508728,0.999999762,44.60783386,160.3103638,1,42.93360138,96.10996246,1
3812,96.80456543,145.9546967,0.999999762,44.53422928,160.3622284,1,42.6757431,96.22322845,1
3813,97.25790405,144.8615112,0.999999642,44.55081558,160.3605804,1,42.86515045,96.27267456,1
3814,96.1242981,143.7998962,0.999999642,44.50348282,160.369339,1,42.76520157,96.15692139,1
3815,97.19325256,143.6457214,0.999999642,44.48339844,160.4220734,1,42.75067139,96.27267456,1
3816,98.22021484,143.1992645,0.999999762,44.43143082,160.381424,1,42.81963348,96.26893616,1
3817,99.10560608,142.3376007,0.999999642,44.40811157,160.3603668,1,42.75814438,96.22915649,1
3818,100.3415527,141.780899,0.999999523,44.51377487,160.4047852,1,42.80037689,96.23510742,1
3819,101.3953247,141.3211365,0.999999285,44.43587494,160.3410492,1,42.8156662,96.17970276,1
3820,104.0621033,139.7271576,0.999999523,44.40283203,160.3512421,1,42.83184433,96.22868347,1
3821,104.4012985,139.5714111,0.999999523,44.47933197,160.3632202,1,42.90015411,96.30365753,1
3822,104.4876938,140.0002136,0.999999404,44.49467087,160.397583,1,42.83499146,96.25984955,1
3823,104.6756668,139.9556732,0.999999404,44.4791069,160.3664246,1,42.80431747,96.2064209,1
3824,104.7474289,140.0595245,0.999999404,44.48278427,160.350769,1,42.86050415,96.2915802,1
3825,104.5263901,140.2790527,0.999999404,44.54153442,160.4112091,1,42.84287262,96.16775513,1
3826,104.5130997,140.5417633,0.999999404,44.48975372,160.3301086,1,42.85817337,96.17021179,1
3827,104.4986649,140.8420258,0.999999285,44.52506638,160.3842468,1,42.71411896,96.17829895,1
3828,104.8210526,140.6324615,0.999999404,44.45807648,160.3933411,1,42.83505249,96.2420578,1
3829,104.826088,140.5574951,0.999999404,44.47327423,160.4471741,1,42.79403305,96.2202301,1
3830,104.855545,140.4988403,0.999999404,44.48695755,160.3715668,1,42.82132339,96.26776123,1
3831,104.9209824,140.426712,0.999999404,44.48199081,160.3712463,1,42.9506073,96.25166321,1
3832,104.9254456,140.4188843,0.999999523,44.45110703,160.3585968,1,42.86131668,96.24662781,1
3833,104.8824158,140.4614258,0.999999404,44.49809647,160.3834991,1,42.84945679,96.13279724,1
3834,104.8725433,140.4756317,0.999999404,44.49462128,160.4042664,1,42.84685135,96.26786804,1
3835,104.9110641,140.4706421,0.999999523,44.51828003,160.3899994,1,42.90362549,96.25141907,1
3836,104.9093552,140.4553223,0.999999523,44.45608902,160.3872681,1,42.94158173,96.27606964,1
3837,104.8756561,140.4431763,0.999999404,44.45296097,160.3736267,1,42.86009979,96.25855255,1
3838,104.8419189,140.4894714,0.999999404,44.45174026,160.4121552,1,42.85316467,96.16773987,1
3839,104.8923264,140.4498138,0.999999404,44.42189026,160.4108429,1,42.89131165,96.25212097,1
3840,104.8618851,140.5115509,0.999999404,44.5151825,160.3808594,1,42.7684021,96.19644928,1
3841,104.8885193,140.4707336,0.999999404,44.52492142,160.3779602,1,42.75825119,96.21749878,1
3842,104.8811569,140.4821014,0.999999404,44.49045944,160.4188843,1,42.72971344,96.20220947,1
3843,104.9134598,140.4499512,0.999999404,44.47083664,160.3719635,1,42.88531876,96.16798401,1
3844,104.931427,140.4435272,0.999999404,44.48526001,160.4054413,1,42.82175064,96.22235107,1
3845,105.1022263,140.3609314,0.999999523,44.49070358,160.3513489,1,42.81015396,96.19181061,1
3846,105.3301315,140.0550842,0.999999642,44.45045853,160.37677,1,42.83102798,96.1662674,1
3847,106.163887,139.1190491,0.999999762,44.52048111,160.3479919,1,42.9009552,96.22423553,1
3848,107.3455658,138.5824738,0.999999404,44.43345261,160.359726,1,42.84265137,96.14174652,1
3849,108.6050797,137.4445038,0.999999642,44.49640656,160.3815002,1,42.85930252,96.28605652,1
3850,109.5116806,136.3738403,0.999999762,44.50188828,160.3524475,1,42.98545456,96.20410919,1
3851,110.271637,136.3877869,0.999999762,44.52983475,160.3024445,1,42.84528732,96.20429993,1
3852,111.1304779,136.6601868,0.999999523,44.56985855,160.2896576,1,42.90952682,96.2510376,1
3853,111.3371048,136.6116486,0.999999523,44.49905014,160.2849274,1,42.86841202,96.17604828,1
3854,111.3014679,136.5742645,0.999999523,44.5784111,160.3059082,1,42.77164078,96.22825623,1
3855,111.2760239,136.6443939,0.999999523,44.56355667,160.2810822,1,42.87916565,96.20335388,1
3856,111.2081909,136.6955414,0.999999523,44.509655,160.2062225,1,42.88214111,96.23607635,1
3857,111.2569275,136.6839752,0.999999523,44.51544189,160.2599335,1,42.77057648,96.2159729,1
3858,111.2439728,136.6427917,0.999999523,44.49825287,160.2668762,1,42.84128952,96.19013214,1
3859,111.2442932,136.7055817,0.999999523,44.50835419,160.2855225,1,42.8772583,96.15263367,1
3860,111.214241,136.6653595,0.999999523,44.53765869,160.2705994,1,42.95143509,96.19602966,1
3861,111.2261658,136.6952667,0.999999523,44.45364761,160.2939911,1,42.8852272,96.13233948,1
3862,111.181694,136.6852875,0.999999523,44.61112213,160.2625732,1,42.98997879,96.20758057,1
3863,111.1906204,136.6214905,0.999999523,44.56918716,160.2267914,1,42.83467484,96.20198059,1
3864,111.2407455,136.680542,0.999999523,44.52693176,160.3419495,1,42.80212402,96.23008728,1
3865,111.2145462,136.6838226,0.999999523,44.51401138,160.2784271,1,42.91385651,96.30207062,1
3866,111.2228088,136.6879272,0.999999523,44.56477737,160.2636566,1,42.8259964,96.19985199,1
3867,111.2036362,136.6297607,0.999999523,44.53752899,160.2243042,1,42.8847847,96.19702148,1
3868,111.2196808,136.6064758,0.999999523,44.51068497,160.288559,1,42.86326599,96.19387817,1
3869,111.3550644,136.7900543,0.999999523,44.55391312,160.2195587,1,42.90036392,96.2651825,1
3870,111.8339157,137.1433258,0.999999523,44.56191635,160.2365265,1,42.90930176,96.16802216,1
3871,111.758812,137.261322,0.999999523,44.56467438,160.2839203,1,42.89340591,96.19220734,1
3872,111.6872635,137.2371368,0.999999523,44.5571022,160.2823181,1,42.83932877,96.15049744,1
3873,111.5802612,137.2465515,0.999999523,44.52942276,160.2508698,1,42.85158539,96.26815796,1
3874,111.5805359,137.2111511,0.999999523,44.54700089,160.2215424,1,42.89183044,96.25002289,1
3875,111.5363235,137.2582855,0.999999523,44.55784988,160.2636566,1,42.90338135,96.14451599,1
3876,111.5559158,137.2244873,0.999999523,44.55282211,160.2317657,1,42.7808876,96.11600494,1
3877,111.5726471,137.2754669,0.999999523,44.57106781,160.1888123,1,43.00147629,96.14188385,1
3878,111.5426636,137.3110046,0.999999523,44.5833931,160.2779846,1,42.90768433,96.09605408,1
3879,111.5268097,137.2452393,0.999999523,44.5795517,160.2310181,1,42.96144485,96.26324463,1
3880,111.5389023,137.2386017,0.999999523,44.60301971,160.3435974,1,42.91759491,96.21020508,1
3881,111.5559387,137.2475281,0.999999523,44.54787827,160.325119,1,42.89032745,96.27576447,1
3882,111.5640106,137.2571411,0.999999523,44.57257843,160.2353821,1,42.95023727,96.22667694,1
3883,111.5265274,137.2236176,0.999999523,44.52893066,160.2545166,1,42.92213821,96.15207672,1
3884,111.5684738,137.2307587,0.999999523,44.55369568,160.2761993,1,42.89205933,96.17957306,1
3885,111.5835571,137.2207031,0.999999523,44.56193542,160.2468262,1,42.78819275,96.15091705,1
3886,111.1940536,137.0346527,0.999999523,44.56132507,160.2427216,1,42.88973618,96.1920166,1
3887,111.6375885,136.7089539,0.999999642,44.58937454,160.2352295,1,42.72319412,96.18462372,1
3888,111.4566193,135.7499084,0.999999642,44.51722717,160.245697,1,42.84925079,96.21669769,1
3889,111.4862442,134.918808,0.999999642,44.47015762,160.2475281,1,42.94760513,96.2672348,1
3890,111.6216888,133.8512268,0.999999762,44.5361557,160.2654572,1,42.9474411,96.19786835,1
3891,111.6156769,130.8276215,0.999999404,44.54930115,160.1617737,1,42.98838806,96.26927185,1
3892,110.3758926,126.9312286,0.999998569,44.5466156,160.2097015,1,42.9236908,96.24577332,1
3893,111.2776031,124.8686905,0.999999166,44.5422287,160.1680298,1,42.73602295,96.19003296,1
3894,111.8914871,123.321373,0.999998927,44.52058029,160.1692352,1,42.8395462,96.17100525,1
3895,110.5720291,121.0471954,0.999999642,44.53785706,160.1381378,1,42.651371,96.13728333,1
3896,108.4753799,119.6153488,0.999999881,44.5799942,160.1481934,1,42.74793625,96.25270081,1
3897,106.6941528,117.4071503,0.999999881,44.55201721,160.1790924,1,42.69356918,96.11641693,1
3898,106.4375763,114.7667465,0.999999642,44.57876587,160.1316376,1,42.61133575,96.15919495,1
3899,106.5509796,112.9262314,0.999999523,44.53216553,160.1505737,1,42.64188004,96.08303833,1
3900,106.1165543,110.1112671,0.999999523,44.61610031,160.1054993,1,42.69072342,96.04730225,1
3901,104.2872849,107.7826157,0.999999404,44.52884674,160.117157,1,42.65130234,96.07441711,1
3902,100.7974548,107.3735123,0.999999642,44.54502106,160.0887909,1,42.63692093,96.04761505,1
3903,99.77706146,107.3667679,0.999999642,44.53873825,160.1920013,1,42.7531395,96.10397339,1
3904,98.29127502,106.6852036,0.999999642,44.47803879,160.1459351,1,42.68716049,96.03862762,1
3905,97.66646576,105.7765121,0.999999762,44.57273865,160.1546021,1,42.73694229,96.03388214,1
3906,98.39080811,104.6327591,0.999999881,44.59178162,160.1846313,1,42.77650452,96.06572723,1
3907,97.80767822,104.2782898,0.999999881,44.52662277,160.1998749,1,42.69900513,96.09669495,1
3908,96.20058441,104.0105515,0.999999762,44.52938843,160.1780243,1,42.70028305,96.10102081,1
3909,93.63568115,103.6692429,0.999999642,44.55170822,160.2024689,1,42.80622482,96.12043762,1
3910,90.09073639,104.5370789,0.999999285,44.57456207,160.1990509,1,42.61992645,96.19084167,1
3911,87.22434998,105.1627731,0.999999762,44.60488892,160.3183441,1,42.37289429,96.15237427,1
3912,84.57673645,105.9910507,0.999999762,44.53351974,160.3269653,1,42.1568222,96.15748596,1
3913,82.27965546,106.3504028,0.999999642,44.68367386,160.3464661,1,42.09130478,96.01464081,1
3914,80.98865509,106.1624603,0.999999523,44.59963989,160.3553772,1,41.88533401,95.90846252,1
3915,79.85575867,105.5587769,0.999999404,44.59286499,160.4226532,1,41.79487991,96.0043335,1
3916,79.25951385,105.5545731,0.999999523,44.66140747,160.4760284,1,41.80392075,95.95245361,1
3917,79.92205048,105.7651825,0.999999285,44.60115051,160.371994,1,41.68050766,95.89128113,1
3918,79.7456131,105.4190903,0.999999166,44.57099152,160.3443298,1,41.7816391,96.01589966,1
3919,79.25052643,105.8403702,0.999999166,44.53757477,160.3565216,1,41.78872299,95.92790222,1
3920,79.8165741,105.5449371,0.999999166,44.64795685,160.4202423,1,41.72400665,95.92786407,1
3921,79.76754761,105.4851074,0.999999166,44.71910477,160.3825836,1,41.67858887,96.04992676,1
3922,79.77368927,105.5432281,0.999999166,44.57457352,160.4081726,1,41.66023636,95.95896149,1
3923,79.77705383,105.5385742,0.999999166,44.66041183,160.4018402,1,41.70039368,95.90163422,1
3924,79.79551697,105.5560226,0.999999166,44.66210938,160.4039612,1,41.71917343,95.9766922,1
3925,79.31594849,105.908371,0.999999166,44.57513046,160.432373,1,41.66199875,95.8996582,1
3926,79.79592133,105.5581512,0.999999166,44.48892593,160.3496704,1,41.63056564,95.87670135,1
3927,79.29536438,105.9630737,0.999999166,44.62882233,160.435257,1,41.6619873,95.94199371,1
3928,79.81560516,105.6071091,0.999999166,44.65128708,160.4587555,1,41.65029144,95.94757843,1
3929,79.78411865,105.611496,0.999999046,44.66745758,160.4107361,1,41.70632935,95.94657135,1
3930,79.36858368,105.9316788,0.999999166,44.57982254,160.3942871,1,41.74343491,95.91311646,1
3931,79.28322601,105.949173,0.999999166,44.56171799,160.3225708,1,41.68054581,95.9105835,1
3932,79.41053772,105.934639,0.999999166,44.64638519,160.3530579,1,41.63926315,95.91299438,1
3933,79.30669403,105.9297867,0.999999166,44.60417175,160.3835449,1,41.70190048,95.94571686,1
3934,79.2644043,105.8832016,0.999999166,44.6195755,160.3956909,1,41.69529343,95.95787048,1
3935,79.83794403,105.6149673,0.999999166,44.51190567,160.3669586,1,41.76042557,95.94770813,1
3936,79.3314743,105.925354,0.999999166,44.62392044,160.4160309,1,41.69769669,95.90592957,1
3937,79.32044983,105.9415131,0.999999166,44.57403183,160.3890076,1,41.69387054,95.90632629,1
3938,79.3013382,105.9150467,0.999999166,44.6704216,160.4078979,1,41.79333878,95.92762756,1
3939,79.83021545,105.7182922,0.999999166,44.55234909,160.3931885,1,41.72087097,95.96027374,1
3940,80.72737122,106.2486496,0.999999523,44.58626556,160.3919067,1,41.89538956,96.16670227,1
3941,80.03491211,106.6476974,0.999999642,44.60469818,160.3549652,1,41.85046005,96.12825775,1
3942,80.91970062,107.3006744,0.999999762,44.52897263,160.309082,1,41.93314362,96.24340057,1
3943,81.31622314,107.6401672,0.999999881,44.46287918,160.3905945,1,41.92110825,96.24852753,1
3944,81.6556778,107.9422073,0.999999881,44.55573273,160.3779144,1,42.00986099,96.30211639,1
3945,82.59915161,108.626091,0.999999881,44.55317307,160.3936005,1,42.00491714,96.25678253,1
3946,83.70389557,109.8233032,0.999999881,44.61949539,160.2748413,1,42.20080948,96.18307495,1
3947,87.57936096,112.3564911,0.999999642,44.64528656,160.2867737,1,42.27045822,96.38620758,1
3948,88.84039307,116.8241196,0.999999762,44.67584991,160.3557739,1,42.24129486,96.34922791,1
3949,93.61544037,120.8451462,0.999999762,44.67874527,160.2214355,1,42.35948944,96.28845215,1
3950,95.94423676,123.935112,0.999999642,44.63912582,160.2286072,1,42.44328308,96.15493774,1
3951,97.83477783,127.1435928,0.999999642,44.60918808,160.2206573,1,42.55719757,96.21408081,1
3952,103.6012344,131.6199951,0.999999881,44.47148514,160.2882996,1,42.71525192,96.26881409,1
3953,105.2232285,135.0700531,0.999999762,44.41777039,160.3046875,1,42.71431351,96.25688171,1
3954,104.1523285,137.5106964,0.999999404,44.4258194,160.3734741,1,42.68605423,96.33674622,1
3955,104.2636185,138.5213776,0.999999404,44.36365891,160.3057861,1,42.77445602,96.29385376,1
3956,104.3208237,139.5285034,0.999999523,44.37179947,160.3591766,1,42.81720734,96.24781799,1
3957,104.180275,140.6128845,0.999999285,44.39093018,160.3431091,1,42.84624481,96.26819611,1
3958,104.5030441,141.2521515,0.999998927,44.36057281,160.4082184,1,42.91218948,96.25800323,1
3959,104.9571304,144.2317505,0.999997735,44.50960541,160.3680725,1,42.78259659,96.19469452,1
3960,103.8947678,147.0030518,0.999999762,44.50778961,160.3227692,1,42.70999527,96.11917877,1
3961,102.0981674,148.3271179,0.999999881,44.54040146,160.4009247,1,42.78181839,96.2091217,1
3962,99.61327362,148.902298,1,44.61498642,160.3529663,1,42.81604767,96.14616394,1
3963,98.01157379,150.0233459,0.999999881,44.61925888,160.3504181,1,42.74986267,96.15380859,1
3964,97.98771667,151.0523834,0.999999881,44.55499268,160.3982849,1,42.85457993,96.20570374,1
3965,98.2934494,151.575058,0.999999881,44.57437897,160.3754883,1,42.77479172,96.10896301,1
3966,97.75643158,151.2812195,0.999999881,44.61537933,160.3895416,1,42.77371597,96.18566895,1
3967,97.38827515,150.3629761,0.999999881,44.64572144,160.317749,1,42.78842926,96.17619324,1
3968,97.00139618,150.1373291,0.999999762,44.62294388,160.3518066,1,42.82475281,96.17855835,1
3969,95.96861267,150.4345093,0.999999523,44.59789658,160.2941132,1,42.7193222,96.18225098,1
3970,93.32067871,151.2386169,0.999999762,44.57198715,160.3589935,1,42.7897644,96.08874512,1
3971,91.17320251,151.8006744,0.999999762,44.62985992,160.3744354,1,42.87605286,96.19585419,1
3972,90.51249695,151.9697418,0.999999642,44.58313751,160.4455261,1,42.90022659,96.19004822,1
3973,90.29816437,151.9767303,0.999999642,44.62992859,160.47789,1,42.9221344,96.23693848,1
3974,89.3369751,152.0249939,0.999999523,44.58974075,160.5121002,1,42.87377548,96.24410248,1
3975,88.63387299,151.7207642,0.999999642,44.61956406,160.5311127,1,42.96323013,96.20236206,1
3976,86.24464417,150.9107513,0.999999881,44.66519547,160.572113,1,42.90789413,96.27494812,1
3977,83.14693451,149.7040405,1,44.70453644,160.6291656,1,42.8251152,96.27764893,1
3978,81.17279816,149.3959045,0.999999881,44.62535477,160.7539673,1,42.76296234,96.21165466,1
3979,78.75636292,149.9886932,0.999999881,44.63793945,160.8632965,1,42.83940887,96.34558105,1
3980,76.34012604,150.8061523,0.999999881,44.57297897,160.9791718,1,42.83743668,96.28984833,1
3981,74.17063904,151.5110321,0.999999762,44.51910782,161.1240845,1,42.7872963,96.28166199,1
3982,72.534729,151.2964172,0.999999762,44.58589935,161.170166,1,42.71857452,96.16741943,1
3983,73.61165619,150.8089142,0.999999762,44.43461227,161.2923279,1,42.70762634,96.28070068,1
3984,72.34912872,151.2035675,0.999999762,44.45002365,161.227951,1,42.90146637,96.2755661,1
3985,73.87989807,150.3225708,0.999999762,44.45640945,161.2444763,1,42.64824295,96.29421234,1
3986,73.85949707,150.1564484,0.999999762,44.48729324,161.2088623,1,42.78453064,96.23297119,1
3987,72.19503021,150.9259186,0.999999762,44.45322037,161.1276245,1,42.74409866,96.16883087,1
3988,73.84953308,150.1954498,0.999999762,44.49946976,161.2605591,1,42.85219193,96.27357483,1
3989,73.76686096,150.1488647,0.999999762,44.43255997,161.2758331,1,42.68395615,96.2385025,1
3990,73.79956055,150.1710663,0.999999762,44.47129059,161.1965179,1,42.72417831,96.19616699,1
3991,73.72280884,150.175354,0.999999762,44.50151443,161.2380524,1,42.86114883,96.28839874,1
